date,VIX,VIX3M
1990-01-02,17.2400000000,
1990-01-03,18.1900000000,
1990-01-04,19.2200000000,
1990-01-05,20.1100000000,
1990-01-08,20.2600000000,
1990-01-09,22.2000000000,
1990-01-10,22.4400000000,
1990-01-11,20.0500000000,
1990-01-12,24.6400000000,
1990-01-15,26.3400000000,
1990-01-16,24.1800000000,
1990-01-17,24.1600000000,
1990-01-18,24.3400000000,
1990-01-19,22.5000000000,
1990-01-22,26.7000000000,
1990-01-23,24.7200000000,
1990-01-24,25.3900000000,
1990-01-25,25.6300000000,
1990-01-26,26.2800000000,
1990-01-29,26.4400000000,
1990-01-30,27.2500000000,
1990-01-31,25.3600000000,
1990-02-01,24.8700000000,
1990-02-02,24.3200000000,
1990-02-05,24.5400000000,
1990-02-06,24.6900000000,
1990-02-07,24.2900000000,
1990-02-08,23.7700000000,
1990-02-09,23.6900000000,
1990-02-12,24.3800000000,
1990-02-13,23.7600000000,
1990-02-14,22.0500000000,
1990-02-15,19.7100000000,
1990-02-16,20.7800000000,
1990-02-20,22.7800000000,
1990-02-21,23.8900000000,
1990-02-22,22.5400000000,
1990-02-23,23.6900000000,
1990-02-26,23.5600000000,
1990-02-27,22.6900000000,
1990-02-28,21.9900000000,
1990-03-01,21.9000000000,
1990-03-02,21.3400000000,
1990-03-05,22.0300000000,
1990-03-06,20.5500000000,
1990-03-07,19.1000000000,
1990-03-08,19.7400000000,
1990-03-09,20.3000000000,
1990-03-12,20.0700000000,
1990-03-13,21.0500000000,
1990-03-14,19.6500000000,
1990-03-15,18.8100000000,
1990-03-16,17.6200000000,
1990-03-19,18.2900000000,
1990-03-20,19.0600000000,
1990-03-21,20.1000000000,
1990-03-22,22.7400000000,
1990-03-23,20.4600000000,
1990-03-26,19.5900000000,
1990-03-27,21.0100000000,
1990-03-28,19.7700000000,
1990-03-29,18.4600000000,
1990-03-30,19.7300000000,
1990-04-02,22.8400000000,
1990-04-03,20.4400000000,
1990-04-04,22.0300000000,
1990-04-05,21.2100000000,
1990-04-06,21.7600000000,
1990-04-09,22.3000000000,
1990-04-10,21.6900000000,
1990-04-11,17.7300000000,
1990-04-12,19.8000000000,
1990-04-16,20.7500000000,
1990-04-17,20.3800000000,
1990-04-18,22.6700000000,
1990-04-19,22.4600000000,
1990-04-20,23.3300000000,
1990-04-23,24.1600000000,
1990-04-24,21.7000000000,
1990-04-25,20.8600000000,
1990-04-26,20.2500000000,
1990-04-27,22.1900000000,
1990-04-30,19.5200000000,
1990-05-01,18.4300000000,
1990-05-02,19.3200000000,
1990-05-03,17.8100000000,
1990-05-04,17.2800000000,
1990-05-07,17.6500000000,
1990-05-08,18.4900000000,
1990-05-09,18.6400000000,
1990-05-10,18.5900000000,
1990-05-11,19.8100000000,
1990-05-14,20.1400000000,
